Transaction Type,Transaction Amount,Sender Balance Before,Sender Balance After,Recipient Balance Before,Recipient Balance After,Fraud/Not
Swipe,8910,45939,37030,41270,50180,Yes
Online,9414,50587,41172,89436,98851,Yes
Chip,8289,98060,89771,78813,87102,No
Chip,2159,64353,62193,99516,101675,No
Chip,5700,80049,74349,59214,64914,Yes
Chip,5973,39312,33339,68165,74138,No
Chip,8774,43864,35090,62524,71299,No
Swipe,9733,34240,24507,9633,19366,No
Online,4821,25392,20570,40160,44982,No
Online,9314,22319,13005,44050,53364,Yes
Online,7906,89574,81668,17242,25148,Yes
Online,168,37018,36850,13528,13696,No
Chip,4825,16133,11308,47956,52781,Yes
Chip,8619,91745,83125,30367,38986,Yes
Swipe,5785,26980,21195,59794,65579,No
Online,1680,52985,51306,78842,80522,No
Chip,4314,48941,44627,23428,27742,Yes
Online,3987,31581,27593,49495,53482,No
Chip,2744,90599,87855,3646,6389,No
Chip,5263,41670,36407,1839,7103,No
Swipe,9920,70969,61049,60039,69960,Yes
Chip,1367,51897,50529,60889,62256,Yes
Chip,4885,76654,71769,33397,38281,No
Online,749,53842,53093,94641,95390,Yes
Swipe,6999,15187,8188,1912,8911,No
Online,9191,98765,89574,99259,108450,No
Online,8435,55987,47553,46967,55401,Yes
Online,1426,23373,21947,68727,70153,Yes
Online,2612,69680,67068,59151,61763,No
Online,3037,27995,24958,41311,44348,No
Chip,9673,90397,80724,38844,48517,No
Swipe,7862,58915,51054,89277,97139,Yes
Chip,8597,56583,47985,16230,24828,Yes
Swipe,2416,13804,11388,52424,54840,No
Chip,2682,77000,74319,7001,9683,Yes
Online,7294,11372,4078,91945,99239,Yes
Chip,2292,52384,50092,98010,100302,No
Swipe,8341,99922,91581,3044,11385,Yes
Swipe,5953,18378,12425,61332,67285,Yes
Online,5848,63754,57906,82374,88222,No
Chip,55,52622,52567,65583,65637,No
Online,9960,25810,15850,15398,25358,No
Online,4750,50185,45434,88481,93232,No
Chip,2706,9746,7040,34058,36764,Yes
Swipe,5657,23709,18052,75282,80940,No
Swipe,9810,51395,41585,14587,24397,Yes
Swipe,5452,65260,59808,26260,31712,No
Online,646,56988,56342,37082,37729,Yes
Online,5626,12903,7277,29439,35065,Yes
Chip,1590,6379,4789,69164,70753,Yes
Online,4854,75635,70781,88817,93671,No
Online,13,89033,89020,30306,30320,No
Swipe,8653,59690,51037,14233,22886,No
Online,1439,43174,41735,8331,9770,Yes
Chip,7034,52278,45244,30766,37800,Yes
Swipe,1238,93841,92603,965,2203,No
Swipe,2973,22819,19846,72570,75544,Yes
Online,8626,52821,44195,329,8955,No
Chip,9880,44708,34828,37750,47630,No
Swipe,215,63354,63139,8723,8938,Yes
Chip,3301,82306,79004,77306,80608,Yes
Swipe,8976,45378,36401,71784,80760,No
Swipe,8729,75707,66978,69474,78203,No
Swipe,4852,58265,53413,674,5526,Yes
Chip,5582,70489,64907,27182,32764,Yes
Online,3562,60443,56881,93048,96610,Yes
Online,8157,11902,3745,43961,52119,Yes
Chip,1754,75934,74180,33313,35068,Yes
Chip,1707,25963,24256,90583,92291,Yes
Chip,5574,86466,80892,27156,32730,Yes
Online,5176,32861,27685,6229,11405,No
Chip,1626,59314,57688,13278,14904,No
Chip,7188,78995,71808,83562,90750,Yes
Swipe,6503,75251,68748,63032,69535,No
Chip,5071,44232,39161,9752,14824,Yes
Chip,4614,45067,40453,15221,19836,Yes
Chip,3679,47281,43603,57017,60696,Yes
Online,2933,74596,71663,53454,56387,Yes
Chip,2181,82909,80728,81983,84164,Yes
Swipe,4956,88224,83269,8210,13165,No
Chip,7570,57775,50205,53298,60868,No
Online,9426,12687,3261,62400,71827,No
Swipe,4624,98778,94154,89317,93941,No
Chip,2473,56296,53823,58463,60937,No
Chip,5912,91883,85971,99196,105108,Yes
Online,9245,71981,62735,64595,73841,No
Swipe,723,74219,73496,54996,55719,Yes
Online,6187,11789,5602,36915,43102,Yes
Chip,6389,74289,67901,20475,26863,Yes
Chip,2525,2815,290,39889,42414,No
Online,5709,16093,10383,20056,25765,Yes
Online,7933,18231,10297,22980,30913,Yes
Swipe,1837,99942,98104,57737,59574,No
Swipe,6967,90441,83474,50268,57234,Yes
Online,5584,85838,80254,71555,77140,Yes
Online,1694,11044,9349,71743,73438,No
Swipe,7995,36848,28853,30036,38032,Yes
Online,8242,24430,16189,91216,99458,Yes
Swipe,466,54764,54298,15220,15686,No
Online,2559,4661,2102,94361,96920,Yes
Online,2451,64222,61770,48540,50991,Yes
Chip,5105,59067,53962,8359,13464,Yes
Online,4762,14814,10053,92721,97483,Yes
Swipe,8277,27263,18986,94739,103016,No
Swipe,6547,30184,23637,3288,9835,Yes
Swipe,4317,50366,46049,72463,76779,Yes
Online,2626,35927,33301,24874,27501,No
Online,2896,86364,83469,64564,67459,Yes
Chip,2272,21318,19045,53417,55689,No
Swipe,7561,20755,13194,63686,71247,Yes
Swipe,68,6598,6530,72229,72297,Yes
Online,7421,83972,76551,39374,46794,Yes
Chip,2171,83597,81426,53536,55706,No
Online,2087,12166,10079,13782,15870,No
Swipe,5539,55121,49582,68064,73603,Yes
Chip,6270,19407,13138,16295,22565,No
Chip,3709,55787,52078,9399,13108,Yes
Online,1490,11078,9587,99121,100611,No
Online,7283,42903,35620,81427,88710,Yes
Online,1100,45364,44264,52864,53964,No
Chip,6090,92190,86099,47889,53979,No
Swipe,7601,68876,61275,76928,84529,No
Swipe,2481,59190,56709,36163,38644,No
Chip,9276,93056,83781,41462,50738,No
Online,4444,65621,61177,21749,26192,Yes
Online,2405,79884,77479,83857,86262,No
Swipe,7357,13190,5833,55565,62922,No
Swipe,4421,47524,43103,29616,34037,No
Online,6364,64330,57966,36135,42499,Yes
Online,9574,84365,74791,76239,85812,Yes
Chip,4610,24313,19703,99134,103745,No
Chip,6043,34028,27985,64492,70535,No
Chip,6579,19415,12836,60149,66728,Yes
Swipe,5264,22626,17362,15720,20983,No
Online,250,31345,31095,81764,82014,No
Online,5994,83081,77086,91159,97154,No
Swipe,6958,22952,15994,45830,52788,No
Chip,7423,22294,14872,95642,103065,Yes
Chip,2710,82370,79660,90731,93441,Yes
Swipe,6867,65207,58340,36855,43722,Yes
Swipe,9658,27618,17960,42033,51691,No
Swipe,6896,29196,22300,72016,78911,No
Swipe,4381,17547,13167,55372,59753,No
Swipe,938,41261,40323,51215,52153,Yes
Swipe,8730,66138,57407,99232,107962,Yes
Swipe,4789,86822,82033,74692,79481,No
Online,2737,3197,460,13907,16644,Yes
Chip,7466,69260,61794,58481,65946,Yes
Chip,7977,38597,30620,80845,88822,No
Online,1775,31822,30047,12491,14266,Yes
Online,9532,40096,30564,80009,89541,No
Online,8665,89473,80808,60467,69131,Yes
Swipe,2408,79729,77321,55624,58032,No
Chip,945,42714,41770,12911,13856,Yes
Online,7298,25155,17857,82303,89601,Yes
Chip,1803,70110,68307,18539,20341,No
Swipe,7283,72862,65579,10572,17855,No
Swipe,7959,59191,51232,35650,43609,No
Swipe,9033,51311,42277,1557,10590,No
Chip,6364,29973,23609,37639,44003,Yes
Chip,5197,44987,39790,19323,24521,No
Online,6555,92116,85561,36453,43008,Yes
Chip,9087,10542,1455,37412,46499,Yes
Chip,2429,55631,53202,9352,11781,No
Online,5368,55834,50466,48077,53445,No
Swipe,8640,71208,62568,22445,31085,No
Swipe,7556,51578,44022,19936,27492,No
Swipe,4960,99100,94139,33918,38878,Yes
Chip,1161,20419,19258,81955,83116,Yes
Swipe,3209,72854,69645,72499,75708,Yes
Online,9787,70620,60833,81817,91604,No
Swipe,7193,24764,17571,4898,12091,Yes
Swipe,3633,69309,65677,70892,74525,Yes
Online,826,74470,73644,53854,54680,No
Swipe,7209,93776,86568,19987,27196,Yes
Chip,8316,41370,33055,55529,63845,No
Swipe,3384,11240,7857,66737,70121,Yes
Chip,6573,62877,56305,44270,50842,Yes
Chip,4902,51526,46624,97933,102834,Yes
Online,5464,11875,6411,93374,98838,Yes
Chip,9294,50331,41037,29694,38988,Yes
Swipe,3535,67826,64291,35540,39075,Yes
Online,1357,20882,19525,13734,15091,Yes
Swipe,8656,38166,29510,91693,100349,Yes
Swipe,6205,26132,19927,30617,36822,No
Swipe,2554,60561,58007,97477,100031,No
Swipe,7518,38840,31322,27729,35247,No
Chip,9673,72925,63252,53035,62708,Yes
Chip,1100,22403,21303,3886,4987,No
Swipe,8283,92196,83913,26349,34632,Yes
Swipe,1462,3865,2404,25639,27101,Yes
Chip,8727,76553,67826,51898,60625,No
Chip,1284,45949,44665,3002,4286,No
Chip,6805,28179,21374,2894,9699,No
Chip,7941,12958,5018,3237,11178,No
Chip,330,11510,11180,47783,48113,No
Swipe,1012,63583,62571,48742,49754,Yes
Swipe,197,97724,97527,1672,1870,No
Chip,2036,97094,95058,10583,12619,Yes
Chip,1542,12580,11038,16143,17685,Yes
Swipe,9904,56626,46721,8121,18026,No
Chip,2907,89859,86952,59139,62047,No
Swipe,205,34026,33821,643,847,No
Online,3809,32155,28347,47885,51694,Yes
Swipe,8337,68477,60141,26786,35122,No
Chip,3503,27736,24234,11114,14617,No
Online,7498,98062,90565,39246,46743,No
Swipe,4307,32882,28575,51091,55398,Yes
Online,2328,67136,64807,58032,60361,No
Swipe,5257,13386,8128,51808,57065,Yes
Swipe,222,56046,55825,10041,10263,No
Swipe,1976,72405,70429,74501,76477,No
Online,1140,81340,80200,24535,25675,Yes
Chip,1147,33866,32718,89556,90704,No
Swipe,2645,26236,23592,25478,28122,Yes
Swipe,9597,45962,36364,42749,52346,No
Swipe,3512,64117,60605,59665,63177,Yes
Chip,9994,43691,33697,4933,14927,Yes
Swipe,979,41736,40757,94178,95156,No
Swipe,3061,56807,53746,82319,85379,No
Online,7329,49428,42099,98504,105833,No
Online,9264,22296,13032,60214,69479,No
Chip,4160,55249,51089,23034,27194,Yes
Swipe,4105,81553,77448,93199,97304,No
Swipe,8409,14143,5733,81090,89499,Yes
Chip,9298,79914,70615,93027,102325,Yes
Online,512,94509,93998,54931,55442,No
Online,6356,75225,68869,1956,8312,Yes
Online,6694,47186,40492,618,7312,Yes
Online,9268,57759,48491,47330,56599,Yes
Online,2096,38423,36327,13579,15675,Yes
Online,9574,37930,28355,25652,35227,Yes
Online,7637,46361,38724,82846,90483,No
Online,5629,52916,47287,41660,47289,No
Online,8368,66315,57947,64356,72724,Yes
Chip,6193,44518,38325,58704,64897,No
Chip,6014,64114,58100,24509,30523,No
Chip,5226,32836,27610,87347,92573,Yes
Online,2481,43011,40530,50783,53264,No
Online,9228,71069,61841,24714,33942,No
Swipe,84,10305,10221,67868,67951,Yes
Online,576,52929,52353,35626,36203,No
Chip,8963,45317,36354,64241,73205,Yes
Chip,4749,78060,73311,20346,25095,Yes
Chip,6626,86460,79833,94459,101085,No
Online,7258,79704,72446,53183,60442,Yes
Online,390,38033,37643,79297,79686,No
Chip,3969,46278,42309,2744,6713,Yes
Chip,4638,75415,70778,41826,46464,Yes
Swipe,5858,50534,44676,86802,92660,No
Chip,134,24526,24392,25438,25572,Yes
Online,1495,46752,45257,82733,84228,Yes
Chip,523,2122,1598,81680,82203,Yes
Swipe,1975,88423,86448,61855,63829,Yes
Chip,7928,21133,13205,97703,105632,Yes
Online,859,97352,96493,28182,29041,No
Swipe,6847,48633,41786,33562,40408,Yes
Swipe,6758,65960,59202,49061,55819,No
Online,6141,75608,69466,45218,51359,No
Chip,2883,82201,79318,62090,64972,Yes
Online,7099,9033,1934,75726,82826,No
Chip,95,44726,44631,42028,42123,No
Chip,1421,70507,69086,80381,81802,Yes
Online,5951,41372,35421,37244,43195,Yes
Swipe,1305,22591,21286,7399,8704,Yes
Chip,1646,90299,88653,68194,69839,Yes
Online,4096,90975,86879,11416,15512,Yes
Swipe,7116,83647,76531,72205,79322,No
Chip,8130,52264,44134,12462,20592,Yes
Online,3072,95097,92025,89057,92129,Yes
Chip,3769,57675,53906,60226,63995,No
Online,6406,63942,57536,54146,60553,No
Swipe,659,45635,44976,24574,25233,Yes
Chip,8729,75300,66571,12011,20740,No
Swipe,2807,68979,66171,72292,75099,Yes
Chip,5127,50325,45198,18078,23205,Yes
Chip,9203,52014,42811,9637,18840,Yes
Swipe,5065,81921,76856,55574,60639,No
Chip,1992,96701,94709,76857,78849,No
Chip,8671,43027,34356,94586,103257,No
Swipe,5255,65976,60721,55108,60363,Yes
Chip,690,4958,4269,96408,97097,No
Swipe,8659,66589,57931,24885,33543,Yes
Swipe,4868,5381,513,27990,32858,Yes
Chip,5868,47650,41783,59553,65421,Yes
Chip,2249,19617,17368,54570,56819,Yes
Chip,5317,67423,62106,40988,46305,No
Swipe,4715,60500,55785,40765,45480,Yes
Chip,2503,21373,18869,28968,31471,Yes
Chip,4669,69971,65302,41077,45745,No
Swipe,5341,7690,2349,35227,40568,No
Online,527,51987,51460,3373,3900,Yes
Online,2853,70466,67613,88859,91712,Yes
Chip,898,3244,2347,44159,45057,No
Swipe,6846,21060,14214,75559,82406,No
Chip,4529,95554,91025,14351,18880,No
Online,2031,58231,56200,90506,92537,No
Online,5549,67656,62107,5648,11196,Yes
Swipe,2674,49888,47214,91532,94207,Yes
Swipe,4471,73242,68772,30217,34688,No
Chip,8618,89689,81071,73360,81978,No
Chip,5952,8815,2864,36092,42043,No
Chip,1583,50780,49197,33149,34733,No
Online,3938,64231,60293,32628,36567,Yes
Chip,417,94671,94254,94684,95101,No
Swipe,302,43417,43115,35519,35821,Yes
Online,3807,62845,59038,82965,86771,Yes
Swipe,8697,20532,11835,4266,12963,No
Chip,263,16325,16062,43959,44222,Yes
Chip,8434,83470,75036,43095,51529,Yes
Online,429,47463,47034,51056,51486,Yes
Online,1358,84770,83412,99400,100758,No
Online,2645,4886,2241,69657,72302,No
Chip,7880,81397,73517,72363,80243,Yes
Online,6020,36749,30729,18773,24793,Yes
Chip,2604,7498,4894,29750,32354,No
Swipe,2483,4551,2068,53528,56011,No
Chip,415,99998,99583,98720,99135,Yes
Chip,7814,46023,38209,21505,29318,Yes
Swipe,8857,68392,59536,77386,86242,Yes
Chip,6360,95457,89097,43076,49436,No
Online,3430,81365,77935,43266,46696,Yes
Online,7013,19447,12434,24599,31612,Yes
Chip,3298,42479,39181,91341,94639,No
Swipe,8800,39901,31101,67926,76726,No
Chip,2127,43136,41009,36874,39001,No
Online,7220,76764,69544,69215,76435,No
Online,1587,83904,82317,51999,53586,Yes
Online,6451,63350,56899,1088,7539,Yes
Online,3318,26199,22880,22139,25458,Yes
Online,9784,95971,86187,29197,38981,Yes
Swipe,1287,75451,74164,35239,36527,Yes
Online,4146,52024,47878,28527,32673,No
Swipe,2918,99322,96404,18089,21006,No
Online,3522,53494,49972,25319,28841,No
Online,7239,69968,62729,58173,65412,Yes
Chip,9715,47578,37863,35482,45197,No
Online,2295,14326,12031,8619,10914,Yes
Chip,7154,85290,78136,44956,52109,No
Chip,1559,8023,6465,45994,47553,No
Online,6861,15106,8244,7554,14416,Yes
Chip,6602,58301,51699,44852,51454,No
Online,4917,94594,89677,96001,100918,Yes
Swipe,5154,88742,83588,79399,84553,Yes
Online,2415,97592,95177,97327,99742,Yes
Online,5509,12510,7001,17035,22544,Yes
Swipe,7407,80012,72605,65712,73118,Yes
Swipe,1281,93347,92066,57226,58507,No
Chip,6125,96569,90444,4592,10717,Yes
Swipe,8537,44322,35785,59665,68201,No
Swipe,685,23082,22397,89308,89993,No
Swipe,6509,21165,14656,44673,51182,Yes
Chip,9869,89624,79755,42525,52394,No
Chip,1694,7631,5936,1707,3401,No
Online,1011,81895,80884,82532,83544,No
Swipe,6308,14578,8269,56113,62421,No
Swipe,8534,14899,6364,80980,89515,Yes
Swipe,9997,17565,7568,88138,98135,Yes
Online,8293,37624,29331,85503,93797,Yes
Swipe,1712,86695,84983,29620,31332,No
Online,3394,25119,21725,84512,87906,No
Online,4506,73237,68732,53189,57695,No
Online,6874,80601,73726,8119,14993,No
Chip,8160,59977,51817,3769,11929,Yes
Swipe,2720,39305,36585,87723,90443,No
Online,8384,72180,63795,46669,55053,No
Swipe,3190,92622,89432,59671,62861,No
Swipe,4231,65963,61732,59002,63233,Yes
Online,1349,47630,46281,41182,42531,No
Online,5234,5704,470,62131,67365,No
Chip,8303,26811,18508,90397,98700,Yes
Online,7478,98129,90651,20037,27515,No
Chip,1535,59957,58422,51211,52747,Yes
Swipe,5069,19824,14756,93752,98821,Yes
Chip,1300,5726,4426,28120,29420,Yes
Chip,2573,48096,45523,2367,4940,Yes
Swipe,3284,25160,21876,83643,86927,No
Chip,6424,84408,77984,77324,83749,Yes
Online,2589,86992,84403,20777,23366,Yes
Chip,4808,50003,45195,53367,58175,No
Swipe,2681,55326,52645,20616,23297,Yes
Chip,3821,45640,41819,14761,18582,No
Swipe,4915,5099,183,68331,73247,No
Chip,2154,56416,54262,71905,74059,Yes
Online,2687,29962,27276,49234,51920,Yes
Chip,7716,53804,46087,48677,56393,Yes
Swipe,1516,40635,39119,40475,41992,No
Swipe,1474,63807,62333,59753,61227,No
Swipe,2104,73928,71823,97954,100058,No
Online,5058,59173,54116,97704,102761,Yes
Online,9132,61010,51878,60280,69412,No
Swipe,4086,91475,87389,75517,79603,No
Swipe,3310,49369,46059,6536,9846,No
Swipe,5284,45065,39781,75291,80575,Yes
Chip,1206,85240,84034,74463,75669,No
Swipe,4352,20032,15680,14439,18790,No
Online,144,71774,71630,90781,90925,Yes
Swipe,8966,64442,55476,22741,31707,Yes
Chip,5272,15143,9871,34683,39955,Yes
Online,2652,47308,44656,9091,11743,No
Online,3700,99715,96015,77963,81663,No
Chip,5684,99821,94137,27695,33379,No
Chip,3340,19565,16226,11786,15126,No
Chip,9090,13916,4826,63264,72353,Yes
Online,6762,81717,74955,86848,93609,No
Online,5766,14664,8898,98605,104371,No
Swipe,669,64978,64308,70198,70867,No
Online,4874,21797,16923,3073,7947,No
Swipe,1307,23933,22626,64098,65405,No
Swipe,7162,76109,68948,71042,78204,Yes
Online,4360,91391,87031,22271,26631,Yes
Chip,1398,98204,96806,12213,13611,Yes
Swipe,5001,35887,30886,38223,43224,No
Online,2223,78582,76358,5716,7939,No
Online,5767,40282,34515,93327,99094,Yes
Swipe,7226,54270,47044,471,7697,Yes
Online,3755,91811,88055,52784,56539,Yes
Swipe,2003,60515,58512,85574,87577,No
Online,5793,66785,60992,39904,45697,No
Online,6865,36617,29752,68116,74981,No
Swipe,7439,21084,13645,18395,25834,No
Swipe,5834,89836,84002,30372,36206,No
Online,5102,76042,70940,53837,58939,Yes
Online,6703,17177,10473,81728,88431,Yes
Chip,1773,41587,39813,42926,44700,Yes
Chip,5827,10605,4779,36995,42822,Yes
Online,7791,92275,84483,48433,56225,Yes
Swipe,2427,11598,9171,72425,74852,Yes
Online,4883,76218,71335,56528,61411,No
Chip,4780,96127,91347,46483,51263,No
Swipe,6639,59763,53124,74885,81523,Yes
Swipe,1183,61504,60321,16005,17188,Yes
Chip,6267,98589,92323,5626,11893,Yes
Chip,3485,56591,53106,2140,5625,Yes
Online,7808,71972,64164,41005,48813,Yes
Chip,9716,31849,22132,25481,35198,No
Swipe,3924,49382,45458,48219,52143,No
Swipe,1316,9471,8155,46791,48107,Yes
Chip,6352,97537,91185,50269,56621,No
Online,2568,13198,10630,92635,95202,Yes
Chip,573,49623,49050,67500,68073,Yes
Online,2811,64223,61412,78001,80812,No
Chip,4378,62615,58238,97707,102085,No
Chip,1758,8519,6761,59853,61611,Yes
Swipe,9173,87577,78404,26889,36062,Yes
Swipe,9747,71425,61678,35776,45524,No
Chip,4509,58723,54213,83524,88033,No
Chip,839,14762,13923,13839,14677,No
Swipe,1068,98946,97877,55671,56739,Yes
Swipe,8140,16212,8073,36612,44751,Yes
Chip,8057,81355,73298,63222,71279,No
Swipe,4125,4922,797,28631,32756,Yes
Chip,5635,97707,92073,90133,95768,No
Swipe,3443,15425,11981,82055,85498,Yes
Swipe,6199,80761,74562,27142,33340,Yes
Chip,9094,37223,28129,98241,107336,No
Chip,8543,60649,52106,61656,70199,No
Swipe,8576,30207,21631,42558,51134,No
Online,2905,98142,95238,1849,4754,Yes
Swipe,2440,14296,11856,43443,45883,Yes
Swipe,2835,29505,26670,69431,72266,No
Swipe,6094,26959,20865,65868,71962,Yes
Chip,3800,84874,81074,41701,45501,Yes
Swipe,242,10651,10409,99755,99997,Yes
Online,7393,46232,38839,81368,88761,No
Chip,2851,66922,64071,33563,36414,No
Online,6908,10622,3714,87028,93937,No
Online,8757,64701,55944,25696,34453,No
Online,6368,26259,19892,15275,21642,No
Online,8581,31192,22611,73364,81945,No
Online,3451,85552,82101,8349,11801,Yes
Online,3738,96019,92282,45719,49457,No
Online,7096,62571,55475,21904,29000,Yes
Online,2905,83602,80697,86120,89025,No
Online,1656,37092,35435,52891,54547,No
Chip,5804,34053,28248,48046,53850,No
Online,9740,81772,72032,38885,48625,No
Online,3943,74615,70672,92767,96710,Yes
Swipe,2778,6377,3598,27876,30654,Yes
Online,6238,16211,9973,91167,97405,Yes
Swipe,8126,73881,65755,95202,103328,Yes
Swipe,4515,81178,76663,88072,92588,Yes
Swipe,269,19546,19277,48664,48933,Yes
Chip,3217,84036,80819,96122,99338,Yes
Swipe,805,47534,46729,69896,70701,No
Swipe,5277,26910,21634,9893,15169,Yes
Swipe,8191,95379,87188,30201,38393,Yes
Swipe,9724,33459,23736,9906,19630,Yes
Online,8647,21299,12653,99591,108237,Yes
Swipe,5095,27271,22176,47401,52496,No
Online,380,59864,59485,35796,36176,Yes
Online,7212,15900,8688,89669,96881,Yes
Online,1819,29398,27579,5350,7169,No
Chip,5729,88811,83082,64207,69936,Yes
Swipe,3141,60471,57330,99097,102238,No
Online,3180,6021,2841,98964,102144,No
Online,400,86972,86572,27405,27805,Yes
Swipe,7267,76102,68836,7992,15259,Yes
Online,2660,44854,42194,82508,85167,Yes
Swipe,9963,36182,26219,15993,25957,No
Swipe,2835,21380,18544,98652,101487,No
Online,8546,25410,16864,68782,77328,No
Swipe,8500,29926,21427,26577,35077,Yes
Online,7370,68763,61394,12260,19630,No
Swipe,6235,84392,78157,90140,96375,No
Chip,4151,48424,44273,52606,56757,Yes
Chip,7550,14575,7025,68762,76312,No
Online,4294,64594,60300,50636,54930,Yes
Online,3839,33217,29378,25758,29597,No
Online,8421,25630,17209,57290,65712,No
Chip,3390,77125,73735,77353,80743,Yes
Online,8274,59279,51005,40941,49215,No
Chip,4864,51306,46442,40553,45417,Yes
Online,3874,50054,46181,60878,64752,No
Swipe,751,15079,14327,84332,85083,Yes
